7.550468671632363282e+01,8.500000000000000000e+01,3.000000000000000000e+00
1.150354915751270681e+02,9.100000000000000000e+01,4.000000000000000000e+00
8.633854938391598353e+02,1.060000000000000000e+02,3.100000000000000000e+01
7.241197615396333731e+02,1.610000000000000000e+02,9.000000000000000000e+00
1.600993631437288514e+03,1.580000000000000000e+02,2.900000000000000000e+01
2.843426796895706588e+01,5.200000000000000000e+01,3.000000000000000000e+00
7.103578551156240906e+01,5.400000000000000000e+01,7.000000000000000000e+00
1.697074815333738343e+03,1.600000000000000000e+02,3.200000000000000000e+01
1.054934711023306591e+02,7.800000000000000000e+01,5.000000000000000000e+00
1.954444775546356595e+03,1.740000000000000000e+02,3.400000000000000000e+01
1.053519540006577927e+03,1.130000000000000000e+02,4.400000000000000000e+01
1.715686913409304452e+03,1.590000000000000000e+02,3.400000000000000000e+01
1.794454436745420708e+03,1.600000000000000000e+02,4.500000000000000000e+01
1.505315702382593599e+03,1.490000000000000000e+02,3.100000000000000000e+01
1.858774591808539981e+03,1.680000000000000000e+02,3.400000000000000000e+01
1.777643999717782322e+02,6.400000000000000000e+01,1.300000000000000000e+01
9.454808120111649714e+02,1.100000000000000000e+02,3.300000000000000000e+01
2.112469441394103740e+02,7.000000000000000000e+01,1.300000000000000000e+01
2.335668607728462689e+02,1.850000000000000000e+02,2.000000000000000000e+00
4.099930049814502127e+02,1.250000000000000000e+02,8.000000000000000000e+00
9.461219945881712192e+02,1.140000000000000000e+02,2.900000000000000000e+01
1.432266782418317007e+03,1.380000000000000000e+02,3.900000000000000000e+01
1.952129112690391537e+02,6.500000000000000000e+01,1.400000000000000000e+01
4.530808022021723787e+02,1.660000000000000000e+02,5.000000000000000000e+00
2.153783701071811265e+03,1.890000000000000000e+02,3.200000000000000000e+01
4.101496781662394824e+02,1.760000000000000000e+02,4.000000000000000000e+00
2.260381711435077705e+03,1.890000000000000000e+02,4.200000000000000000e+01
8.066624240532754584e+02,1.710000000000000000e+02,9.000000000000000000e+00
2.349316514426754168e+02,5.600000000000000000e+01,2.500000000000000000e+01
6.907227142687084154e+01,5.000000000000000000e+01,8.000000000000000000e+00
5.798969102200000059e-01,5.800000000000000000e+01,0.000000000000000000e+00
1.625048308988253666e+03,1.900000000000000000e+02,1.800000000000000000e+01
1.924926557569684519e+03,1.790000000000000000e+02,2.900000000000000000e+01
9.855434497633423234e+02,1.310000000000000000e+02,2.100000000000000000e+01
1.516249828989018340e+02,5.900000000000000000e+01,1.300000000000000000e+01
1.877555964060658880e+03,1.650000000000000000e+02,4.400000000000000000e+01
1.427859320070606088e+02,7.700000000000000000e+01,7.000000000000000000e+00
7.309708374396394959e+01,1.450000000000000000e+02,1.000000000000000000e+00
3.642362522843340145e+01,5.100000000000000000e+01,4.000000000000000000e+00
1.385820721197854027e+03,1.510000000000000000e+02,2.500000000000000000e+01
4.247202506545056622e+02,1.010000000000000000e+02,1.300000000000000000e+01
5.925932200679463904e+02,1.440000000000000000e+02,9.000000000000000000e+00
8.595632171670553134e+02,1.090000000000000000e+02,2.800000000000000000e+01
9.515387107703330685e+02,1.170000000000000000e+02,2.700000000000000000e+01
9.194247607460062000e+02,1.110000000000000000e+02,3.000000000000000000e+01
2.368283347631523270e+02,1.180000000000000000e+02,5.000000000000000000e+00
1.353304707661589873e+03,1.370000000000000000e+02,3.300000000000000000e+01
1.905748236862379599e+03,1.720000000000000000e+02,3.300000000000000000e+01
2.095005910170703828e+03,1.810000000000000000e+02,3.600000000000000000e+01
1.970910343709733468e+02,5.700000000000000000e+01,1.900000000000000000e+01
1.445182871010816825e+02,5.100000000000000000e+01,1.700000000000000000e+01
1.326304446898576543e+03,1.310000000000000000e+02,4.000000000000000000e+01
1.718457637659663817e+02,1.290000000000000000e+02,3.000000000000000000e+00
1.844296139539233650e+02,1.160000000000000000e+02,4.000000000000000000e+00
4.479029083615121181e+02,8.000000000000000000e+01,2.400000000000000000e+01
8.155976831828886020e+01,1.530000000000000000e+02,1.000000000000000000e+00
1.245667230854940044e+03,1.690000000000000000e+02,1.600000000000000000e+01
4.332983697178873967e+02,1.060000000000000000e+02,1.200000000000000000e+01
1.487208346000898871e+02,1.200000000000000000e+02,3.000000000000000000e+00
2.175215056623204291e+01,5.600000000000000000e+01,2.000000000000000000e+00
2.600847917548655346e+02,6.200000000000000000e+01,2.200000000000000000e+01
1.512655710927700738e+03,1.430000000000000000e+02,3.900000000000000000e+01
1.317333845185248492e+03,1.330000000000000000e+02,3.500000000000000000e+01
1.821090767659139260e+02,1.630000000000000000e+02,2.000000000000000000e+00
2.441062071701489344e+02,5.200000000000000000e+01,3.400000000000000000e+01
1.276908684943117436e+02,9.600000000000000000e+01,4.000000000000000000e+00
1.492835252097466139e+02,1.470000000000000000e+02,2.000000000000000000e+00
3.518345610639890992e+02,1.870000000000000000e+02,3.000000000000000000e+00
4.565080842955150047e+02,7.000000000000000000e+01,4.500000000000000000e+01
1.250304665442795340e+03,1.460000000000000000e+02,2.300000000000000000e+01
2.566350599498877614e+02,6.400000000000000000e+01,2.000000000000000000e+01
1.061013585737784979e+03,1.140000000000000000e+02,4.000000000000000000e+01
2.641819480550071830e+02,5.500000000000000000e+01,3.200000000000000000e+01
1.340630560111592104e+03,1.550000000000000000e+02,2.200000000000000000e+01
4.565534429990889862e+02,1.250000000000000000e+02,9.000000000000000000e+00
9.946640485004571985e+01,6.000000000000000000e+01,8.000000000000000000e+00
4.728038164355504591e+02,7.500000000000000000e+01,3.200000000000000000e+01
6.060470718386700355e+02,8.200000000000000000e+01,4.200000000000000000e+01
9.297349513950000643e-01,9.300000000000000000e+01,0.000000000000000000e+00
2.684203796862668696e+02,6.300000000000000000e+01,2.200000000000000000e+01
4.891780588647287686e+02,1.090000000000000000e+02,1.300000000000000000e+01
6.414191745557630497e+01,1.350000000000000000e+02,1.000000000000000000e+00
6.133556589066253082e+02,8.900000000000000000e+01,2.900000000000000000e+01
1.365790315634267017e+03,1.330000000000000000e+02,4.300000000000000000e+01
4.180241431012184421e+02,7.300000000000000000e+01,2.800000000000000000e+01
1.570457832259605539e+03,1.460000000000000000e+02,4.100000000000000000e+01
1.427705457930488592e+03,1.840000000000000000e+02,1.600000000000000000e+01
1.254682965745541878e+02,1.910000000000000000e+02,1.000000000000000000e+00
1.559736229807359678e+03,1.850000000000000000e+02,1.800000000000000000e+01
7.898087445550000529e-01,7.900000000000000000e+01,0.000000000000000000e+00
4.730950650672578206e+01,5.200000000000000000e+01,5.000000000000000000e+00
1.193075354796214242e+03,1.250000000000000000e+02,3.500000000000000000e+01
4.790543831941876078e+02,1.710000000000000000e+02,5.000000000000000000e+00
1.762601492825208879e+03,1.920000000000000000e+02,2.000000000000000000e+01
1.028882172747713867e+03,1.400000000000000000e+02,1.900000000000000000e+01
1.427606678058279613e+03,1.400000000000000000e+02,3.500000000000000000e+01
1.112599754683990483e+02,6.000000000000000000e+01,9.000000000000000000e+00
6.076920627340490455e+02,9.600000000000000000e+01,2.300000000000000000e+01
1.821090767659139260e+02,1.630000000000000000e+02,2.000000000000000000e+00
2.511084982625857549e+02,6.200000000000000000e+01,2.100000000000000000e+01
1.914651062226769511e+02,5.200000000000000000e+01,2.300000000000000000e+01
1.611736391274439484e+03,1.890000000000000000e+02,1.800000000000000000e+01
1.573452148226324425e+03,1.460000000000000000e+02,4.300000000000000000e+01
1.181391536086121050e+03,1.250000000000000000e+02,3.400000000000000000e+01
5.238038577794804951e+02,9.000000000000000000e+01,2.200000000000000000e+01
1.221940529718305697e+03,1.520000000000000000e+02,2.000000000000000000e+01
5.893541948419205028e+02,8.400000000000000000e+01,3.300000000000000000e+01
2.840345475378161950e+02,1.030000000000000000e+02,8.000000000000000000e+00
3.415506209276231857e+02,6.300000000000000000e+01,3.200000000000000000e+01
2.000458249954276880e+03,1.780000000000000000e+02,3.300000000000000000e+01
4.127114328032557182e+02,8.400000000000000000e+01,1.900000000000000000e+01
4.735213699472863595e+02,1.700000000000000000e+02,5.000000000000000000e+00
1.209672852882994675e+03,1.660000000000000000e+02,1.600000000000000000e+01
1.114985650144327565e+03,1.410000000000000000e+02,2.100000000000000000e+01
3.625215824629625558e+02,1.170000000000000000e+02,8.000000000000000000e+00
